# OpenSignals Text File Format. Version 1
# {"98:D3:71:FD:62:1F": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:71:FD:62:1F", "device connection": "BTH98:D3:71:FD:62:1F", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-4-12", "time": "11:53:31.729", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	878	
1	0	0	0	0	866	
2	0	0	0	0	852	
3	0	0	0	0	836	
4	0	0	0	0	821	
5	0	0	0	0	808	
6	0	0	0	0	795	
7	0	0	0	0	783	
8	0	0	0	0	772	
9	0	0	0	0	759	
10	0	0	0	0	745	
11	0	0	0	0	728	
12	0	0	0	0	715	
13	0	0	0	0	704	
14	0	0	0	0	694	
15	0	0	0	0	684	
0	0	0	0	0	672	
1	0	0	0	0	659	
2	0	0	0	0	644	
3	0	0	0	0	627	
4	0	0	0	0	609	
5	0	0	0	0	596	
6	0	0	0	0	583	
7	0	0	0	0	570	
8	0	0	0	0	559	
9	0	0	0	0	548	
10	0	0	0	0	539	
11	0	0	0	0	533	
12	0	0	0	0	528	
13	0	0	0	0	524	
14	0	0	0	0	517	
15	0	0	0	0	507	
0	0	0	0	0	495	
1	0	0	0	0	484	
2	0	0	0	0	476	
3	0	0	0	0	466	
4	0	0	0	0	460	
5	0	0	0	0	459	
6	0	0	0	0	455	
7	0	0	0	0	449	
8	0	0	0	0	444	
9	0	0	0	0	441	
10	0	0	0	0	435	
11	0	0	0	0	431	
12	0	0	0	0	429	
13	0	0	0	0	427	
14	0	0	0	0	424	
15	0	0	0	0	422	
0	0	0	0	0	419	
1	0	0	0	0	419	
2	0	0	0	0	419	
3	0	0	0	0	416	
4	0	0	0	0	415	
5	0	0	0	0	413	
6	0	0	0	0	409	
7	0	0	0	0	405	
